▶ skipping venv without pytest: /c/Users/given/hermes-audit/hermes-agent/.venv
▶ running per-file parallel test suite via run_tests_parallel.py
  (TZ=UTC LANG=C.UTF-8 PYTHONHASHSEED=0; clean env)
▶ pre-compiling bytecode cache
▶ launching test runner
Discovered 3152 test files (~31960 tests) under ['tests']; running with -j 32
[  0.0% |     3/~31960 | ✓3 | ✗0] ✓ tests\acp\test_auth.py (3✓, 12.9s)
[  4.8% |  1549/~31960 | ✓1628 | ✗   4] ✓ tests\agent\test_gemini_fast_fallback.py (2✓, 13.3s)
[  4.9% |  1556/~31960 | ✓1635 | ✗   4] ✓ tests\agent\test_gemini_free_tier_gate.py (7✓, 12.7s)
[  4.9% |  1575/~31960 | ✓1654 | ✗   4] ✓ tests\agent\test_auxiliary_named_custom_providers.py (19✓, 126.0s)
[  4.9% |  1578/~31960 | ✓1657 | ✗   4] ✓ tests\agent\test_hosted_model_retry_contract.py (3✓, 9.6s)
[  5.0% |  1587/~31960 | ✓1666 | ✗   4] ✓ tests\agent\test_gemini_schema.py (9✓, 12.5s)
[  5.0% |  1590/~31960 | ✓1669 | ✗   4] ✓ tests\agent\test_idle_compaction.py (3✓, 9.2s)
[  5.1% |  1614/~31960 | ✓1696 | ✗   4] ✓ tests\agent\test_coding_context.py (27✓, 103.1s)
[  5.1% |  1616/~31960 | ✓1699 | ✗   4] ✓ tests\agent\test_file_safety_session_state.py (3✓, 17.4s)
[  5.1% |  1620/~31960 | ✓1703 | ✗   4] ✓ tests\agent\test_image_gen_registry.py (4✓, 9.0s)
[  5.1% |  1638/~31960 | ✓1721 | ✗   4] ✓ tests\agent\test_gemini_native_adapter.py (18✓, 16.2s)
[  5.2% |  1646/~31960 | ✓1732 | ✗   4] ✓ tests\agent\test_file_safety_cross_profile.py (11✓, 20.2s)
[  5.2% |  1654/~31960 | ✓1740 | ✗   4] ✓ tests\agent\test_gemini_standard_key_guidance.py (8✓, 15.9s)
[  5.2% |  1659/~31960 | ✓1745 | ✗   4] ✓ tests\agent\test_intent_ack_continuation.py (5✓, 9.4s)
[  5.2% |  1675/~31960 | ✓1775 | ✗   4] ✓ tests\agent\test_file_safety_case_folding.py (30✓, 25.2s)
[  5.2% |  1677/~31960 | ✓1777 | ✗   4] ✓ tests\agent\test_jiter_preload.py (2✓, 8.2s)
[  5.3% |  1705/~31960 | ✓1805 | ✗   4] ✓ tests\agent\test_curator.py (28✓, 43.7s)
[  5.3% |  1708/~31960 | ✓1808 | ✗   4] ✓ tests\agent\test_kanban_stop.py (3✓, 9.8s)
[  5.4% |  1721/~31960 | ✓1821 | ✗   4] ✓ tests\agent\test_ghost_skill_pruning.py (13✓, 18.6s)
[  5.4% |  1723/~31960 | ✓1823 | ✗   4] ✓ tests\agent\test_last_total_tokens.py (2✓, 10.2s)
[  5.4% |  1726/~31960 | ✓1826 | ✗   4] ✓ tests\agent\test_hygiene_timeout_cooldown_isolation.py (3✓, 18.6s)
[  5.4% |  1732/~31960 | ✓1832 | ✗   4] ✓ tests\agent\test_interrupt_compat.py (6✓, 13.6s)
[  5.4% |  1735/~31960 | ✓1835 | ✗   4] ✓ tests\agent\test_learning_graph.py (3✓, 10.9s)
[  5.4% |  1740/~31960 | ✓1840 | ✗   4] ✓ tests\agent\test_learning_graph_render.py (5✓, 11.0s)
[  5.5% |  1745/~31960 | ✓1853 | ✗   4] ✓ tests\agent\test_kimi_coding_anthropic_thinking.py (13✓, 13.0s)
[  5.5% |  1754/~31960 | ✓1862 | ✗   4] ✓ tests\agent\test_learn_prompt.py (9✓, 13.1s)
[  5.5% |  1757/~31960 | ✓1866 | ✗   4] ✓ tests\agent\test_lmstudio_reasoning.py (4✓, 10.6s)
[  5.5% |  1762/~31960 | ✓1871 | ✗   4] ✓ tests\agent\test_learning_mutations.py (5✓, 12.4s)
[  5.5% |  1764/~31960 | ✓1873 | ✗   4] ✓ tests\agent\test_manual_compression_feedback.py (2✓, 10.1s)
[  5.5% |  1769/~31960 | ✓1878 | ✗   4] ✓ tests\agent\test_markdown_tables.py (5✓, 11.4s)
[  5.5% |  1772/~31960 | ✓1881 | ✗   4] ✓ tests\agent\test_memory_async_sync.py (3✓, 11.1s)
[  5.6% |  1777/~31960 | ✓1917 | ✗   4] ✓ tests\agent\test_i18n.py (36✓, 23.9s)
[  5.6% |  1779/~31960 | ✓1919 | ✗   4] ✓ tests\agent\test_memory_boundary_commit.py (2✓, 10.2s)
[  5.6% |  1786/~31960 | ✓1926 | ✗   4] ✓ tests\agent\test_local_probe_disk_cache.py (7✓, 14.4s)
[  5.6% |  1790/~31960 | ✓1930 | ✗   4] ✓ tests\agent\test_memory_session_switch.py (4✓, 8.9s)
[  5.7% |  1828/~31960 | ✓1967 | ✗   4] ✓ tests\agent\test_image_routing.py (37✓ 1s, 22.4s)
[  5.7% |  1835/~31960 | ✓1974 | ✗   4] ✓ tests\agent\test_memory_recall_indicator.py (7✓, 11.2s)
[  5.8% |  1839/~31960 | ✓1978 | ✗   4] ✓ tests\agent\test_memory_provider_unavailable_warning.py (4✓, 11.5s)
[  5.8% |  1844/~31960 | ✓1983 | ✗   4] ✓ tests\agent\test_memory_skill_scaffolding.py (5✓, 9.2s)
[  5.9% |  1889/~31960 | ✓2042 | ✗   4] ✓ tests\agent\test_credential_pool.py (59✓, 73.0s)
[  5.9% |  1891/~31960 | ✓2044 | ✗   4] ✓ tests\agent\test_message_content.py (2✓, 7.8s)
[  5.9% |  1896/~31960 | ✓2065 | ✗   4] ✓ tests\agent\test_local_stream_timeout.py (21✓, 16.1s)
[  5.9% |  1899/~31960 | ✓2071 | ✗   4] ✓ tests\agent\test_memory_write_bridge.py (6✓, 9.5s)
[  5.9% |  1901/~31960 | ✓2073 | ✗   4] ✓ tests\agent\test_message_metadata.py (2✓, 10.9s)
[  6.0% |  1910/~31960 | ✓2082 | ✗   4] ✓ tests\agent\test_memory_user_id.py (9✓, 13.5s)
[  6.0% |  1912/~31960 | ✓2084 | ✗   4] ✓ tests\agent\test_meta_usage_cache_reporting.py (2✓, 10.6s)
[  6.0% |  1915/~31960 | ✓2087 | ✗   4] ✓ tests\agent\test_moa_aggregator_cache_control.py (3✓, 10.8s)
[  6.0% |  1928/~31960 | ✓2100 | ✗   4] ✓ tests\agent\test_minimax_auxiliary_url.py (13✓, 13.0s)
[  6.1% |  1934/~31960 | ✓2106 | ✗   4] ✓ tests\agent\test_moa_cold_start_cache_66793.py (6✓, 12.3s)
[  6.1% |  1945/~31960 | ✓2117 | ✗   4] ✓ tests\agent\test_moa_observability_bridge.py (11✓, 12.2s)
[  6.1% |  1947/~31960 | ✓2119 | ✗   4] ✓ tests\agent\test_moa_aggregator_cost_slot.py (2✓, 14.3s)
[  6.1% |  1949/~31960 | ✓2121 | ✗   4] ✓ tests\agent\test_moa_reference_system_prompt.py (2✓, 12.0s)
[  6.1% |  1951/~31960 | ✓2123 | ✗   4] ✓ tests\agent\test_moa_context_max_tokens.py (2✓, 14.2s)
[  6.1% |  1954/~31960 | ✓2126 | ✗   4] ✓ tests\agent\test_moa_quiet_reference_output.py (3✓, 13.7s)
[  6.1% |  1956/~31960 | ✓2128 | ✗   4] ✓ tests\agent\test_moa_trace_streamed_capture.py (2✓, 12.3s)
[  6.1% |  1960/~31960 | ✓2132 | ✗   4] ✓ tests\agent\test_moa_prepared_request_client_swap.py (4✓, 14.9s)
[  6.1% |  1962/~31960 | ✓2134 | ✗   4] ✓ tests\agent\test_model_extra_type_guard.py (2✓, 9.8s)
[  6.2% |  1966/~31960 | ✓2138 | ✗   4] ✓ tests\agent\test_moa_reasoning_effort.py (4✓, 15.3s)
[  6.2% |  1968/~31960 | ✓2140 | ✗   4] ✓ tests\agent\test_model_metadata_ssl.py (2✓, 9.1s)
[  6.2% |  1971/~31960 | ✓2143 | ✗   4] ✓ tests\agent\test_moa_slot_max_tokens.py (3✓, 17.1s)
[  6.2% |  1973/~31960 | ✓2145 | ✗   4] ✓ tests\agent\test_moa_progress.py (2✓, 17.9s)
[  6.2% |  1974/~31960 | ✓2146 | ✗   4] ✓ tests\agent\test_models_dev_meta_mapping.py (1✓, 7.1s)
[  6.2% |  1975/~31960 | ✓2150 | ✗   4] ✓ tests\agent\test_moa_switch_api_mode.py (4✓, 18.2s)
[  6.2% |  1978/~31960 | ✓2153 | ✗   4] ✓ tests\agent\test_idle_compaction_lock_and_guards.py (3✓, 46.5s)
[  6.2% |  1982/~31960 | ✓2157 | ✗   4] ✓ tests\agent\test_none_deref_guards.py (4✓, 11.4s)
[  6.2% |  1985/~31960 | ✓2160 | ✗   4] ✓ tests\agent\test_nous_credits_snapshot.py (3✓, 10.5s)
[  6.2% |  1989/~31960 | ✓2164 | ✗   4] ✓ tests\agent\test_nous_credits_gauge.py (4✓, 11.6s)
[  6.3% |  2010/~31960 | ✓2185 | ✗   4] ✓ tests\agent\test_minimax_provider.py (21✓, 28.2s)
[  6.3% |  2012/~31960 | ✓2187 | ✗   4] ✓ tests\agent\test_nous_oauth_401_guidance.py (2✓, 10.6s)
[  6.4% |  2048/~31960 | ✓2223 | ✗   4] ✓ tests\agent\test_micro_compaction.py (36✓, 30.4s)
[  6.5% |  2081/~31960 | ✓2270 | ✗   4] ✓ tests\agent\test_message_sanitization_policy.py (47✓, 32.9s)
[  6.6% |  2098/~31960 | ✓2270 | ✗   4] ✓ tests\agent\test_pet_generate.py (17s, 5.0s)
[  6.6% |  2105/~31960 | ✓2277 | ✗   4] ✓ tests\agent\test_oneshot.py (7✓, 11.7s)
[  6.8% |  2166/~31960 | ✓2343 | ✗   4] ✓ tests\agent\test_memory_provider.py (66✓, 41.1s)
[  6.8% |  2172/~31960 | ✓2349 | ✗   4] ✓ tests\agent\test_moa_slot_api_mode.py (6✓, 29.4s)
[  6.8% |  2189/~31960 | ✓2366 | ✗   4] ✓ tests\agent\test_nous_rate_guard.py (17✓, 16.9s)
[  6.9% |  2196/~31960 | ✓2373 | ✗   4] ✓ tests\agent\test_pet_engine.py (7✓, 11.6s)
[  7.3% |  2322/~31960 | ✓2509 | ✗   4] ✓ tests\agent\test_context_compressor.py (136✓, 118.9s)
[  7.3% |  2326/~31960 | ✓2513 | ✗   4] ✓ tests\agent\test_platform_hint_overrides.py (4✓, 8.7s)
[  7.3% |  2349/~31960 | ✓2536 | ✗   4] ✓ tests\agent\test_model_metadata_local_ctx.py (23✓, 27.7s)
[  7.4% |  2371/~31960 | ✓2573 | ✗   4] ✓ tests\agent\test_moonshot_schema.py (37✓, 22.0s)
[  7.5% |  2393/~31960 | ✓2595 | ✗   4] ✓ tests\agent\test_onboarding.py (22✓, 18.2s)
[  7.5% |  2395/~31960 | ✓2597 | ✗   4] ✓ tests\agent\test_post_compression_trim.py (2✓, 8.2s)
[  7.5% |  2405/~31960 | ✓2613 | ✗   4] ✓ tests\agent\test_openrouter_response_cache.py (16✓, 18.5s)
[  7.5% |  2408/~31960 | ✓2616 | ✗   4] ✓ tests\agent\test_preflight_compression_gate.py (3✓, 9.5s)
[  7.6% |  2422/~31960 | ✓2630 | ✗   4] ✓ tests\agent\test_plugin_context_references.py (14✓, 14.5s)
[  7.6% |  2428/~31960 | ✓2636 | ✗   4] ✓ tests\agent\test_portal_tags.py (6✓, 14.1s)
[  7.6% |  2430/~31960 | ✓2638 | ✗   4] ✓ tests\agent\test_preflight_lock_defer.py (2✓, 12.4s)
[  7.6% |  2440/~31960 | ✓2653 | ✗   4] ✓ tests\agent\test_platform_hint_desktop.py (15✓, 18.8s)
[  7.7% |  2466/~31960 | ✓2679 | ✗   4] ✓ tests\agent\test_org_skill_namespace.py (26✓, 25.8s)
[  7.8% |  2492/~31960 | ✓2705 | ✗   4] ✓ tests\agent\test_plugin_llm.py (26✓, 20.3s)
[  7.8% |  2496/~31960 | ✓2709 | ✗   4] ✓ tests\agent\test_pre_compress_memory_context.py (4✓, 15.5s)
[  7.9% |  2516/~31960 | ✓2734 | ✗   4] ✓ tests\agent\test_nous_portal_anthropic_wire.py (25✓, 31.6s)
[  7.9% |  2523/~31960 | ✓2741 | ✗   4] ✓ tests\agent\test_proactive_tool_result_pruning.py (7✓, 15.3s)
[  8.0% |  2554/~31960 | ✓2772 | ✗   4] ✓ tests\agent\test_outbound_webhooks.py (31✓, 30.0s)
[  8.0% |  2564/~31960 | ✓2782 | ✗   4] ✓ tests\agent\test_probe_cache_followups.py (10✓, 16.0s)
[  8.0% |  2566/~31960 | ✓2784 | ✗   4] ✓ tests\agent\test_protected_tail_pressure_61932.py (2✓, 8.9s)
[  8.2% |  2632/~31960 | ✓2852 | ✗   4] ✓ tests\agent\test_models_dev.py (68✓, 41.5s)
[  8.3% |  2637/~31960 | ✓2857 | ✗   4] ✓ tests\agent\test_non_stream_stale_timeout.py (5✓, 39.2s)
[  8.3% |  2664/~31960 | ✓2888 | ✗   4] ✓ tests\agent\test_plugin_llm_task_routing.py (31✓, 26.9s)
[  8.4% |  2675/~31960 | ✓2899 | ✗   4] ✓ tests\agent\test_prompt_cache_ttl_propagation.py (11✓, 13.1s)
[  8.4% |  2679/~31960 | ✓2903 | ✗   4] ✓ tests\agent\test_profile_home_override_precedence.py (4✓, 19.8s)
[  8.4% |  2681/~31960 | ✓2914 | ✗   4] ✓ tests\agent\test_proxy_and_url_validation.py (11✓, 12.5s)
[  8.4% |  2690/~31960 | ✓2923 | ✗   4] ✓ tests\agent\test_rate_limit_tracker.py (9✓, 11.1s)
[  8.4% |  2697/~31960 | ✓2930 | ✗   4] ✓ tests\agent\test_reasoning_summaries.py (7✓, 9.5s)
[  8.5% |  2722/~31960 | ✓2955 | ✗   4] ✓ tests\agent\test_prompt_caching.py (25✓, 17.4s)
[  8.5% |  2725/~31960 | ✓2958 | ✗   4] ✓ tests\agent\test_refine_focus.py (3✓, 8.2s)
[  8.5% |  2731/~31960 | ✓2964 | ✗   4] ✓ tests\agent\test_pydantic_dump_warning_leak.py (6✓, 15.7s)
[  8.6% |  2746/~31960 | ✓2979 | ✗   4] ✓ tests\agent\test_reference_handoff_active_turn.py (15✓, 12.2s)
[  8.6% |  2750/~31960 | ✓2983 | ✗   4] ✓ tests\agent\test_relay_nested_execution.py (4✓, 9.9s)
[  8.6% |  2753/~31960 | ✓3011 | ✗   4] ✓ tests\agent\test_reactions.py (28✓, 16.8s)
[  8.6% |  2756/~31960 | ✓3014 | ✗   4] ✓ tests\agent\test_relay_scope_pop_metadata.py (3✓, 10.4s)
[  8.6% |  2759/~31960 | ✓3017 | ✗   4] ✓ tests\agent\test_relay_tools.py (3✓, 9.6s)
[  8.7% |  2780/~31960 | ✓3038 | ✗   4] ✓ tests\agent\test_prompt_cache_boundary.py (21✓, 27.1s)
[  8.7% |  2786/~31960 | ✓3044 | ✗   4] ✓ tests\agent\test_repetition_guard.py (6✓, 9.0s)
[  8.7% |  2790/~31960 | ✓3048 | ✗   4] ✓ tests\agent\test_replay_cleanup.py (4✓, 8.4s)
[  8.8% |  2799/~31960 | ✓3057 | ✗   4] ✓ tests\agent\test_replay_budget_accounting.py (9✓, 10.6s)
[  8.8% |  2821/~31960 | ✓3079 | ✗   4] ✓ tests\agent\test_project_skills.py (22✓, 32.7s)
[  8.8% |  2823/~31960 | ✓3081 | ✗   4] ✓ tests\agent\test_resume_stale_active_task.py (2✓, 7.8s)
[  8.9% |  2829/~31960 | ✓3087 | ✗   4] ✓ tests\agent\test_relay_runtime_bounded_scope_ops.py (6✓, 15.5s)
[  8.9% |  2841/~31960 | ✓3099 | ✗   4] ✓ tests\agent\test_relay_session_segments.py (12✓, 16.6s)
[  8.9% |  2847/~31960 | ✓3105 | ✗   4] ✓ tests\agent\test_runtime_cwd.py (6✓, 9.7s)
[  8.9% |  2850/~31960 | ✓3108 | ✗   4] ✓ tests\agent\test_restore_primary_pool_reselect.py (3✓, 14.0s)
[  9.0% |  2880/~31960 | ✓3142 | ✗   4] ✓ tests\agent\test_relay_llm.py (34✓, 21.7s)
[  9.0% |  2883/~31960 | ✓3145 | ✗   4] ✓ tests\agent\test_save_url_image.py (3✓, 11.1s)
[  9.0% |  2888/~31960 | ✓3145 | ✗   4] ✓ tests\agent\test_shell_hooks_tree_kill.py (5s, 4.6s)
[  9.1% |  2894/~31960 | ✓3151 | ✗   4] ✓ tests\agent\test_send_path_history_isolation.py (6✓, 11.8s)
[  9.1% |  2901/~31960 | ✓3158 | ✗   4] ✓ tests\agent\test_session_activity.py (7✓, 11.5s)
[  9.1% |  2921/~31960 | ✓3176 | ✗   4] ✓ tests\agent\test_secret_scope_tier1_migration.py (18✓ 2s, 17.4s)
[  9.2% |  2948/~31960 | ✓3203 | ✗   4] ✓ tests\agent\test_api_content_sidecar.py (27✓, 237.0s)
[  9.2% |  2950/~31960 | ✓3205 | ✗   4] ✓ tests\agent\test_skill_commands_reload.py (2✓, 9.4s)
[  9.2% |  2953/~31960 | ✓3240 | ✗   4] ✓ tests\agent\test_reasoning_stale_timeout_floor.py (35✓, 37.0s)
[  9.3% |  2975/~31960 | ✓3262 | ✗   4] ✓ tests\agent\test_secret_scope.py (22✓, 19.5s)
[  9.3% |  2985/~31960 | ✓3272 | ✗   4] ✓ tests\agent\test_shell_hooks_consent.py (10✓, 16.6s)
[  9.5% |  3049/~31960 | ✓3335 | ✗   4] ✓ tests\agent\test_prompt_builder.py (63✓ 1s, 51.6s)
[  9.6% |  3056/~31960 | ✓3346 | ✗   4] ✓ tests\agent\test_skills_guidance_content_filter.py (11✓, 13.3s)
[  9.6% |  3060/~31960 | ✓3347 | ✗   7] ✗ tests\agent\test_sequential_tool_interrupt.py (1✓ 3✗, 26.1s)

  ╔╍ Failed: tests\agent\test_sequential_tool_interrupt.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║ 
  ║     def _run_sequential_tool_execution_middleware(
  ║         agent,
  ║         *,
  ║         function_name: str,
  ║         function_args: dict,
  ║         effective_task_id: str,
  ║         tool_call_id: str,
  ║         execute,
  ║         scope_block: str | None = None,
  ║         display_index: int | None = None,
  ║         middleware_trace: list[dict[str, Any]] | None = None,
  ║     ) -> _ManagedToolResult:
  ║         """Run one sequential call with the concurrent executor's deadline.
  ║     
  ║         Interactive input tools such as ``clarify`` wait on a human. Their own
  ║         timeout (``agent.clarify_timeout``: default 3600s, or unlimited when
  ║         ``<= 0``) owns that wait. Applying the generic tool deadline here would
  ║         return ``tool_timeout`` while the prompt and worker stay active.
  ║         """
  ║ >       timeout_s = _resolve_sequential_tool_timeout([function_name])
  ║                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  ║ E       TypeError: test_no_deadline_still_runs_on_worker.<locals>.<lambda>() takes 0 positional arguments but 1 was given
  ║ 
  ║ agent\tool_executor.py:964: TypeError
  ║ =========================== short test summary info ===========================
  ║ FAILED tests/agent/test_sequential_tool_interrupt.py::test_interrupt_abandons_noncooperative_tool
  ║ FAILED tests/agent/test_sequential_tool_interrupt.py::test_interrupt_prefers_real_result_from_cooperative_tool
  ║ FAILED tests/agent/test_sequential_tool_interrupt.py::test_no_deadline_still_runs_on_worker
  ║ ========================= 3 failed, 1 passed in 9.29s =========================
  ║
  ║  Repro: python -m pytest tests\agent\test_sequential_tool_interrupt.py
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[  9.6% |  3063/~31960 | ✓3350 | ✗   7] ✓ tests\agent\test_proactive_prune_config.py (3✓, 58.1s)
[  9.6% |  3065/~31960 | ✓3352 | ✗   7] ✓ tests\agent\test_ssl_verify.py (2✓, 11.2s)
[  9.6% |  3068/~31960 | ✓3355 | ✗   7] ✓ tests\agent\test_soul_md_profile_isolation.py (3✓, 14.1s)
[  9.6% |  3072/~31960 | ✓3362 | ✗   7] ✓ tests\agent\test_ssl_ca_guard.py (7✓, 14.8s)
[  9.6% |  3074/~31960 | ✓3364 | ✗   7] ✓ tests\agent\test_stream_chunk_byte_estimate.py (2✓, 12.5s)
[  9.6% |  3076/~31960 | ✓3366 | ✗   7] ✓ tests\agent\test_plugin_prompt_sections.py (2✓, 72.8s)
[  9.7% |  3087/~31960 | ✓3377 | ✗   7] ✓ tests\agent\test_stale_replay_prune.py (11✓, 15.5s)
[  9.7% |  3090/~31960 | ✓3380 | ✗   7] ✓ tests\agent\test_session_rotation_flush_cold_resume_68454.py (3✓, 33.6s)
[ 10.0% |  3182/~31960 | ✓3477 | ✗   7] ✓ tests\agent\test_redact.py (97✓, 53.3s)
[ 10.0% |  3187/~31960 | ✓3482 | ✗   7] ✓ tests\agent\test_set_runtime_main_custom_provider.py (5✓, 34.7s)
[ 10.0% |  3188/~31960 | ✓3483 | ✗   7] ✓ tests\agent\test_rotation_flush_persisted_boundary_68196.py (1✓, 40.8s)
[ 10.0% |  3211/~31960 | ✓3505 | ✗   7] ✓ tests\agent\test_skill_utils.py (22✓ 1s, 26.0s)
[ 10.1% |  3218/~31960 | ✓3512 | ✗   7] ✓ tests\agent\test_skill_invocation_description.py (7✓, 30.7s)
[ 10.1% |  3236/~31960 | ✓3530 | ✗   7] ✓ tests\agent\test_skill_bundles.py (18✓, 33.2s)
[ 10.1% |  3238/~31960 | ✓3532 | ✗   7] ✓ tests\agent\test_stream_single_writer_guard.py (2✓, 14.7s)
[ 10.2% |  3247/~31960 | ✓3541 | ✗   7] ✓ tests\agent\test_meta_agent_init.py (9✓, 110.5s)
[ 10.2% |  3260/~31960 | ✓3554 | ✗   7] ✓ tests\agent\test_streaming_context_scrubber.py (13✓, 16.1s)
[ 10.2% |  3262/~31960 | ✓3556 | ✗   7] ✓ tests\agent\test_subdirectory_hints_tilde.py (2✓, 8.3s)
[ 10.2% |  3266/~31960 | ✓3575 | ✗   7] ✓ tests\agent\test_stream_read_timeout_floor.py (19✓, 18.5s)
[ 10.3% |  3277/~31960 | ✓3586 | ✗   7] ✓ tests\agent\test_subagent_progress.py (11✓, 13.8s)
[ 10.3% |  3281/~31960 | ✓3590 | ✗   7] ✓ tests\agent\test_request_client_reuse.py (4✓, 54.2s)
[ 10.3% |  3285/~31960 | ✓3594 | ✗   7] ✓ tests\agent\test_subagent_lifecycle.py (4✓, 16.1s)
[ 10.3% |  3287/~31960 | ✓3596 | ✗   7] ✓ tests\agent\test_summary_prefix_tool_use.py (2✓, 10.5s)
[ 10.3% |  3292/~31960 | ✓3601 | ✗   7] ✓ tests\agent\test_summary_prefix_semantics.py (5✓, 11.9s)
[ 10.6% |  3376/~31960 | ✓3698 | ✗   7] ✓ tests\agent\test_error_classifier.py (97✓, 153.8s)
[ 10.6% |  3386/~31960 | ✓3712 | ✗   7] ✓ tests\agent\test_subscription_view.py (14✓, 15.3s)
[ 10.6% |  3393/~31960 | ✓3719 | ✗   7] ✓ tests\agent\test_surrogate_chokepoints.py (7✓, 13.2s)
[ 10.7% |  3406/~31960 | ✓3732 | ✗   7] ✓ tests\agent\test_summarize_tool_result_type_safety.py (13✓, 16.4s)
[ 10.7% |  3408/~31960 | ✓3734 | ✗   7] ✓ tests\agent\test_skip_memory_store_65429.py (2✓, 39.4s)
[ 10.7% |  3413/~31960 | ✓3739 | ✗   7] ✓ tests\agent\test_thread_scoped_output.py (5✓, 9.4s)
[ 10.7% |  3421/~31960 | ✓3747 | ✗   7] ✓ tests\agent\test_summary_role_template_alternation.py (8✓, 17.0s)
[ 10.8% |  3447/~31960 | ✓3773 | ✗   7] ✓ tests\agent\test_prompt_cache_scope.py (26✓, 85.6s)
[ 10.8% |  3450/~31960 | ✓3776 | ✗   7] ✓ tests\agent\test_tool_execution_budget.py (3✓, 9.6s)
[ 10.8% |  3451/~31960 | ✓3777 | ✗   7] ✓ tests\agent\test_tool_call_arg_no_redaction.py (1✓, 11.3s)
[ 10.8% |  3453/~31960 | ✓3778 | ✗   8] ✗ tests\agent\test_subprocess_env_guard.py (1✓ 1✗, 24.3s)

  ╔╍ Failed: tests\agent\test_subprocess_env_guard.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║ tests\agent\test_subprocess_env_guard.py F.                              [100%]
  ║ 
  ║ ================================== FAILURES ===================================
  ║ __________________ test_no_new_raw_environ_copy_spawn_sites ___________________
  ║ 
  ║     def test_no_new_raw_environ_copy_spawn_sites():
  ║         sites = _raw_spawn_env_sites()
  ║         offenders = [
  ║             f"{rel}:{lineno}"
  ║             for rel, lineno in sites
  ║             if rel not in ALLOWED_RAW_SPAWN_ENV_FILES
  ║         ]
  ║ >       assert not offenders, (
  ║             "New raw os.environ.copy() spawn-env site(s) found:\n  "
  ║             + "\n  ".join(offenders)
  ║             + "\nUse tools.environments.local.build_subprocess_env() instead "
  ║             "(scrub_secrets=False, inherit_profile_home=False preserves exact "
  ║             "legacy behavior), or consciously extend "
  ║             "ALLOWED_RAW_SPAWN_ENV_FILES in this test with a justification."
  ║         )
  ║ E       AssertionError: New raw os.environ.copy() spawn-env site(s) found:
  ║ E           agent/command_token_source.py:93
  ║ E           agent/shell_hooks.py:595
  ║ E         Use tools.environments.local.build_subprocess_env() instead (scrub_secrets=False, inherit_profile_home=False preserves exact legacy behavior), or consciously extend ALLOWED_RAW_SPAWN_ENV_FILES in this test with a justification.
  ║ E       assert not ['agent/command_token_source.py:93', 'agent/shell_hooks.py:595']
